"tre_cn","prev_tre_cn","plt_cn.re","plot_id","tree_status.re","species","dbh_in.re","plt_cn.init","tree_status.init","dbh_in.init"
"44750753020004","23705716010900","48204845010497","6-3-63-88973","live","PSME",3.4,"23705615010900","live",3.4
"44752915020004","23708666010900","48204172010497","6-3-63-90310","live","PSME",33.9,"23708618010900","live",32.9
"44752910020004","23708660010900","48204172010497","6-3-63-90310","live","PIPO",10.5,"23708618010900","live",7.7
"44752918020004","23708668010900","48204172010497","6-3-63-90310","live","ABCO",15.3,"23708618010900","live",12.5
"44752919020004","23708670010900","48204172010497","6-3-63-90310","live","CADE27",6.5,"23708618010900","live",5.5
"44752920020004","23708672010900","48204172010497","6-3-63-90310","live","CADE27",7.5,"23708618010900","live",5.7
"44752921020004","23708674010900","48204172010497","6-3-63-90310","live","ABCO",25.5,"23708618010900","live",24.1
"44752923020004","23708701010900","48204172010497","6-3-63-90310","live","ABCO",9.2,"23708618010900","live",6.9
"44752924020004","23708703010900","48204172010497","6-3-63-90310","live","PSME",8.5,"23708618010900","live",6.8
"44752925020004","23708705010900","48204172010497","6-3-63-90310","live","CADE27",6.6,"23708618010900","live",5.3
"44752926020004","23708707010900","48204172010497","6-3-63-90310","live","ABCO",8.4,"23708618010900","live",6
"44752931020004","23708680010900","48204172010497","6-3-63-90310","live","PSME",13.1,"23708618010900","live",11.2
"44752932020004","23708682010900","48204172010497","6-3-63-90310","live","PSME",8.7,"23708618010900","live",7.1
"44752933020004","23708684010900","48204172010497","6-3-63-90310","live","PILA",26.2,"23708618010900","live",24.5
"44752934020004","23708686010900","48204172010497","6-3-63-90310","live","PSME",3.4,"23708618010900","live",2.6
"44752936020004","23708689010900","48204172010497","6-3-63-90310","live","PSME",6.4,"23708618010900","live",5.4
"44752937020004","23708691010900","48204172010497","6-3-63-90310","live","PSME",7,"23708618010900","live",5.4
"44752941020004","23708697010900","48204172010497","6-3-63-90310","live","PILA",3.5,"23708618010900","live",1.3
"44753701020004","23709936010900","48204840010497","6-3-63-93079","live","ABCO",18.9,"23709890010900","live",16.1
"44752946020004","23708699010900","48204172010497","6-3-63-90310","live","PSME",42.2,"23708618010900","live",41.2
"44753702020004","23709938010900","48204840010497","6-3-63-93079","live","ABCO",7.8,"23709890010900","live",6.6
"44753703020004","23709940010900","48204840010497","6-3-63-93079","live","ABCO",14.5,"23709890010900","live",13.2
"44753704020004","23709942010900","48204840010497","6-3-63-93079","live","ABCO",12.3,"23709890010900","live",10.4
"44753705020004","23709944010900","48204840010497","6-3-63-93079","live","ABCO",8.1,"23709890010900","live",6.6
"44753706020004","23709928010900","48204840010497","6-3-63-93079","live","ABCO",13.8,"23709890010900","live",11.9
"44753709020004","23709950010900","48204840010497","6-3-63-93079","live","ABCO",10.9,"23709890010900","live",9.1
"44753712020004","23709952010900","48204840010497","6-3-63-93079","live","ABCO",14.1,"23709890010900","live",9.4
"44753713020004","23709946010900","48204840010497","6-3-63-93079","live","PILA",28.5,"23709890010900","live",24.2
"44753714020004","23709948010900","48204840010497","6-3-63-93079","live","ABCO",24.2,"23709890010900","live",18.2
"44753716020004","23709932010900","48204840010497","6-3-63-93079","live","ABCO",19.7,"23709890010900","live",17.9
"44753718020004","23709922010900","48204840010497","6-3-63-93079","live","ABCO",15.6,"23709890010900","live",14.3
"44753719020004","23709924010900","48204840010497","6-3-63-93079","live","PIPO",13.4,"23709890010900","live",11.6
"44753720020004","23709926010900","48204840010497","6-3-63-93079","live","ABCO",12.7,"23709890010900","live",11.5
"44751407020004","23706817010900","48202701010497","6-3-63-95152","live","PSME",7.3,"23706628010900","live",7
"44751408020004","23706819010900","48202701010497","6-3-63-95152","live","PSME",8.2,"23706628010900","live",7.3
"44751409020004","23706821010900","48202701010497","6-3-63-95152","live","PSME",5.8,"23706628010900","live",5.7
"44751410020004","23706823010900","48202701010497","6-3-63-95152","live","QUKE",8.5,"23706628010900","live",7.6
"44751411020004","23706825010900","48202701010497","6-3-63-95152","live","PSME",9.8,"23706628010900","live",8.8
"44751412020004","23706827010900","48202701010497","6-3-63-95152","live","PSME",12.3,"23706628010900","live",10.8
"44751413020004","23706829010900","48202701010497","6-3-63-95152","live","PSME",8.2,"23706628010900","live",7.7
"44751414020004","23706831010900","48202701010497","6-3-63-95152","live","PSME",6.5,"23706628010900","live",6.1
"44751415020004","23706833010900","48202701010497","6-3-63-95152","live","PIPO",7.6,"23706628010900","live",7
"44751416020004","23706835010900","48202701010497","6-3-63-95152","live","PSME",8.8,"23706628010900","live",8.2
"44751417020004","23706837010900","48202701010497","6-3-63-95152","live","PSME",11.9,"23706628010900","live",10.8
"44751418020004","23706839010900","48202701010497","6-3-63-95152","live","PSME",8.5,"23706628010900","live",7.6
"44751422020004","23706770010900","48202701010497","6-3-63-95152","live","PSME",5.6,"23706628010900","live",5.3
"44751419020004","23706841010900","48202701010497","6-3-63-95152","live","PSME",8.9,"23706628010900","live",7.9
"44751420020004","23706843010900","48202701010497","6-3-63-95152","live","PILA",5.8,"23706628010900","live",5.6
"44751421020004","23706768010900","48202701010497","6-3-63-95152","live","PSME",8.7,"23706628010900","live",8
"44751423020004","23706772010900","48202701010497","6-3-63-95152","live","PSME",11.5,"23706628010900","live",10.3
"44751424020004","23706698010900","48202701010497","6-3-63-95152","live","ABCO",6.7,"23706628010900","live",6.5
"44751425020004","23706700010900","48202701010497","6-3-63-95152","live","PSME",8.9,"23706628010900","live",7.7
"44751426020004","23706845010900","48202701010497","6-3-63-95152","live","PSME",10.6,"23706628010900","live",9.6
"44751428020004","23706849010900","48202701010497","6-3-63-95152","live","PSME",6.2,"23706628010900","live",5.7
"44751429020004","23706851010900","48202701010497","6-3-63-95152","live","PIPO",6.6,"23706628010900","live",6.2
"44751430020004","23706788010900","48202701010497","6-3-63-95152","live","PSME",6.9,"23706628010900","live",6.1
"44751431020004","23706790010900","48202701010497","6-3-63-95152","live","PSME",9.4,"23706628010900","live",8.8
"44751432020004","23706792010900","48202701010497","6-3-63-95152","live","QUKE",7.1,"23706628010900","live",6.7
"44751433020004","23706794010900","48202701010497","6-3-63-95152","live","QUKE",6.9,"23706628010900","live",6.8
"44751434020004","23706796010900","48202701010497","6-3-63-95152","live","PSME",8.5,"23706628010900","live",7.6
"44751435020004","23706798010900","48202701010497","6-3-63-95152","live","PSME",7.1,"23706628010900","live",6.4
"44751436020004","23706800010900","48202701010497","6-3-63-95152","live","PSME",7.2,"23706628010900","live",6.7
"44751437020004","23706802010900","48202701010497","6-3-63-95152","live","PSME",7.8,"23706628010900","live",6.8
"44751439020004","23706806010900","48202701010497","6-3-63-95152","live","PSME",4.7,"23706628010900","live",2
"44751442020004","23706809010900","48202701010497","6-3-63-95152","live","PSME",7,"23706628010900","live",5.8
"44751443020004","23706811010900","48202701010497","6-3-63-95152","live","QUKE",11.4,"23706628010900","live",10.7
"44751444020004","23706813010900","48202701010497","6-3-63-95152","live","PSME",6.8,"23706628010900","live",5.2
"44751445020004","23706815010900","48202701010497","6-3-63-95152","live","CADE27",6.4,"23706628010900","live",5.5
"44751446020004","23706722010900","48202701010497","6-3-63-95152","live","PSME",9.4,"23706628010900","live",7.5
"44751448020004","23706724010900","48202701010497","6-3-63-95152","live","PIPO",14.7,"23706628010900","live",12.2
"44751449020004","23706726010900","48202701010497","6-3-63-95152","live","CADE27",11.1,"23706628010900","live",10
"44751450020004","23706728010900","48202701010497","6-3-63-95152","live","CADE27",3.5,"23706628010900","live",3
"44751451020004","23706731010900","48202701010497","6-3-63-95152","live","CADE27",1.4,"23706628010900","live",1.1
"44751452020004","23706734010900","48202701010497","6-3-63-95152","live","CADE27",2.4,"23706628010900","live",2.4
"44751453020004","23706664010900","48202701010497","6-3-63-95152","live","PSME",1.1,"23706628010900","live",1
"44751456020004","23706667010900","48202701010497","6-3-63-95152","live","ABCO",9.1,"23706628010900","live",7.8
"44751457020004","23706669010900","48202701010497","6-3-63-95152","live","CADE27",6.1,"23706628010900","live",5.4
"44751460020004","23706675010900","48202701010497","6-3-63-95152","live","CADE27",5.7,"23706628010900","live",5.1
"44751461020004","23706677010900","48202701010497","6-3-63-95152","live","PSME",7.9,"23706628010900","live",6.6
"44751463020004","23706681010900","48202701010497","6-3-63-95152","live","QUKE",23.6,"23706628010900","live",23.1
"44751464020004","23706737010900","48202701010497","6-3-63-95152","live","CADE27",5.8,"23706628010900","live",5.3
"44751465020004","23706739010900","48202701010497","6-3-63-95152","live","ABCO",6.2,"23706628010900","live",5.6
"44751466020004","23706741010900","48202701010497","6-3-63-95152","live","CADE27",6.6,"23706628010900","live",5.7
"44751467020004","23706743010900","48202701010497","6-3-63-95152","live","PSME",10.9,"23706628010900","live",8.9
"44751468020004","23706745010900","48202701010497","6-3-63-95152","live","ABCO",7.7,"23706628010900","live",6.7
"44751469020004","23706747010900","48202701010497","6-3-63-95152","live","PSME",10.9,"23706628010900","live",9.4
"44751470020004","23706749010900","48202701010497","6-3-63-95152","live","PSME",10.9,"23706628010900","live",6.8
"44751471020004","23706751010900","48202701010497","6-3-63-95152","live","PSME",5.6,"23706628010900","live",5
"44751472020004","23706753010900","48202701010497","6-3-63-95152","live","PSME",9.5,"23706628010900","live",8.1
"44751473020004","23706755010900","48202701010497","6-3-63-95152","live","ABCO",8.4,"23706628010900","live",7.4
"44751474020004","23706757010900","48202701010497","6-3-63-95152","live","PILA",10.9,"23706628010900","live",9
"44751475020004","23706759010900","48202701010497","6-3-63-95152","live","PSME",5.8,"23706628010900","live",5.6
"44751476020004","23706761010900","48202701010497","6-3-63-95152","live","CADE27",9.4,"23706628010900","live",8.9
"44751477020004","23706763010900","48202701010497","6-3-63-95152","live","PSME",6.7,"23706628010900","live",5.4
"44751479020004","23706683010900","48202701010497","6-3-63-95152","live","PSME",1.4,"23706628010900","live",1.2
"44751480020004","23706686010900","48202701010497","6-3-63-95152","live","ABCO",1.8,"23706628010900","live",1.7
"44751481020004","23706689010900","48202701010497","6-3-63-95152","live","ABCO",4.5,"23706628010900","live",4.1
"44751487020004","23706692010900","48202701010497","6-3-63-95152","live","PSME",7.5,"23706628010900","live",6.6
"44751488020004","23706694010900","48202701010497","6-3-63-95152","live","PSME",7.1,"23706628010900","live",6.5
"44751489020004","23706696010900","48202701010497","6-3-63-95152","live","QUKE",11.1,"23706628010900","live",10.5
"44751490020004","23706662010900","48202701010497","6-3-63-95152","live","PSME",10,"23706628010900","live",9
"44751491020004","23706774010900","48202701010497","6-3-63-95152","live","PSME",11.5,"23706628010900","live",10.8
"44751492020004","23706776010900","48202701010497","6-3-63-95152","live","QUKE",8.4,"23706628010900","live",7.7
"44751493020004","23706778010900","48202701010497","6-3-63-95152","live","PSME",9.8,"23706628010900","live",8.7
"44751494020004","23706780010900","48202701010497","6-3-63-95152","live","PSME",7.6,"23706628010900","live",6.9
"44751495020004","23706782010900","48202701010497","6-3-63-95152","live","PSME",7.9,"23706628010900","live",7.2
"44751496020004","23706784010900","48202701010497","6-3-63-95152","live","PSME",6.5,"23706628010900","live",5.9
"44751498020004","23706702010900","48202701010497","6-3-63-95152","live","PSME",10.7,"23706628010900","live",10
"44751499020004","23706704010900","48202701010497","6-3-63-95152","live","PSME",9.4,"23706628010900","live",8.1
"44751501020004","23706708010900","48202701010497","6-3-63-95152","live","PSME",6,"23706628010900","live",5.5
"44751502020004","23706710010900","48202701010497","6-3-63-95152","live","QUKE",8.3,"23706628010900","live",7.6
"44751504020004","23706714010900","48202701010497","6-3-63-95152","live","PSME",9.2,"23706628010900","live",7.6
"44751505020004","23706716010900","48202701010497","6-3-63-95152","live","PSME",7.7,"23706628010900","live",6.5
"44751507020004","23706720010900","48202701010497","6-3-63-95152","live","PSME",8.3,"23706628010900","live",7.4
"44751818020004","23707525010900","48203479010497","6-3-63-97566","live","CADE27",27.2,"23707370010900","live",27.1
"44751819020004","23707527010900","48203479010497","6-3-63-97566","live","PSME",8.6,"23707370010900","live",7
"44751820020004","23707529010900","48203479010497","6-3-63-97566","live","QUKE",6.8,"23707370010900","live",5.5
"44751821020004","23707531010900","48203479010497","6-3-63-97566","live","QUKE",5.5,"23707370010900","live",5.2
"44751822020004","23707533010900","48203479010497","6-3-63-97566","live","PSME",6.6,"23707370010900","live",5.2
"44751823020004","23707535010900","48203479010497","6-3-63-97566","live","CADE27",33.8,"23707370010900","live",33.3
"44751824020004","23707557010900","48203479010497","6-3-63-97566","live","QUKE",5.8,"23707370010900","live",5.4
"44751825020004","23707537010900","48203479010497","6-3-63-97566","live","PSME",27,"23707370010900","live",25.3
"44751826020004","23707539010900","48203479010497","6-3-63-97566","live","PILA",28.9,"23707370010900","live",26.8
"44751827020004","23707491010900","48203479010497","6-3-63-97566","live","QUKE",12.8,"23707370010900","live",12.4
"44751828020004","23707493010900","48203479010497","6-3-63-97566","live","PSME",26.6,"23707370010900","live",25.5
"44751829020004","23707495010900","48203479010497","6-3-63-97566","live","PSME",2,"23707370010900","live",1.7
"44751830020004","23707498010900","48203479010497","6-3-63-97566","live","PSME",2,"23707370010900","live",1.6
"44751834020004","23707449010900","48203479010497","6-3-63-97566","live","PSME",2,"23707370010900","live",1.7
"44751831020004","23707501010900","48203479010497","6-3-63-97566","live","PSME",1.2,"23707370010900","live",1
"44751833020004","23707446010900","48203479010497","6-3-63-97566","live","PSME",4.1,"23707370010900","live",3.3
"44751835020004","23707417010900","48203479010497","6-3-63-97566","live","PSME",25.7,"23707370010900","live",24.1
"44751836020004","23707419010900","48203479010497","6-3-63-97566","live","PILA",55.9,"23707370010900","live",55.2
"44751841020004","23707421010900","48203479010497","6-3-63-97566","live","PSME",9.7,"23707370010900","live",8.2
"44751842020004","23707423010900","48203479010497","6-3-63-97566","live","PSME",38,"23707370010900","live",36
"44751843020004","23707425010900","48203479010497","6-3-63-97566","live","PIPO",12.8,"23707370010900","live",12.5
"44751844020004","23707427010900","48203479010497","6-3-63-97566","live","QUKE",7.2,"23707370010900","live",6.1
"44751845020004","23707429010900","48203479010497","6-3-63-97566","live","CADE27",6.9,"23707370010900","live",6.1
"44751847020004","23707433010900","48203479010497","6-3-63-97566","live","PSME",13.4,"23707370010900","live",11
"44751848020004","23707435010900","48203479010497","6-3-63-97566","live","QUKE",24.3,"23707370010900","live",24.5
"44751849020004","23707437010900","48203479010497","6-3-63-97566","live","CADE27",7.9,"23707370010900","live",6.7
"44751850020004","23707439010900","48203479010497","6-3-63-97566","live","CADE27",7.3,"23707370010900","live",6.7
"44751851020004","23707441010900","48203479010497","6-3-63-97566","live","PSME",8.2,"23707370010900","live",6.5
"44751852020004","23707504010900","48203479010497","6-3-63-97566","live","CADE27",1.2,"23707370010900","live",1.1
"44751853020004","23707507010900","48203479010497","6-3-63-97566","live","CADE27",5.5,"23707370010900","live",4.7
"44751854020004","23707510010900","48203479010497","6-3-63-97566","live","CADE27",3,"23707370010900","live",2.7
"44751855020004","23707513010900","48203479010497","6-3-63-97566","live","CADE27",1.8,"23707370010900","live",1.4
"44751856020004","23707516010900","48203479010497","6-3-63-97566","live","CADE27",2.7,"23707370010900","live",2.7
"44751857020004","23707452010900","48203479010497","6-3-63-97566","live","CADE27",3.5,"23707370010900","live",2.9
"44751860020004","23707455010900","48203479010497","6-3-63-97566","live","PSME",39.5,"23707370010900","live",38.6
"44751861020004","23707457010900","48203479010497","6-3-63-97566","live","QUKE",5.6,"23707370010900","live",5.5
"44751867020004","23707519010900","48203479010497","6-3-63-97566","live","ABCO",10.8,"23707370010900","live",9.6
"44751865020004","23707541010900","48203479010497","6-3-63-97566","live","PSME",33.5,"23707370010900","live",32.5
"44751866020004","23707543010900","48203479010497","6-3-63-97566","live","PSME",31.1,"23707370010900","live",30.5
"44751868020004","23707521010900","48203479010497","6-3-63-97566","live","CADE27",5.4,"23707370010900","live",5.1
"44751869020004","23707523010900","48203479010497","6-3-63-97566","live","CADE27",16.2,"23707370010900","live",15.1
"44751870020004","23707463010900","48203479010497","6-3-63-97566","live","CADE27",11.3,"23707370010900","live",10.4
"44751872020004","23707467010900","48203479010497","6-3-63-97566","live","PSME",23.2,"23707370010900","live",21.8
"44751873020004","23707469010900","48203479010497","6-3-63-97566","live","PSME",13.7,"23707370010900","live",12.8
"44751874020004","23707471010900","48203479010497","6-3-63-97566","live","PSME",10.3,"23707370010900","live",9.3
"44751875020004","23707473010900","48203479010497","6-3-63-97566","live","PSME",6.9,"23707370010900","live",6.7
"44751876020004","23707475010900","48203479010497","6-3-63-97566","live","PSME",10.3,"23707370010900","live",9.7
"44751877020004","23707477010900","48203479010497","6-3-63-97566","live","QUKE",5.7,"23707370010900","live",5.3
"44751878020004","23707479010900","48203479010497","6-3-63-97566","live","CADE27",2.5,"23707370010900","live",2.1
"44751879020004","23707482010900","48203479010497","6-3-63-97566","live","PSME",2.4,"23707370010900","live",1.7
"44751880020004","23707485010900","48203479010497","6-3-63-97566","live","PSME",1.8,"23707370010900","live",1.4
"44751881020004","23707488010900","48203479010497","6-3-63-97566","live","CADE27",2.6,"23707370010900","live",2.1
"44751885020004","23707559010900","48203479010497","6-3-63-97566","live","CADE27",6.9,"23707370010900","live",5.5
"44751886020004","23707561010900","48203479010497","6-3-63-97566","live","PSME",11.6,"23707370010900","live",9.2
"44751887020004","23707563010900","48203479010497","6-3-63-97566","live","PSME",10.4,"23707370010900","live",8.5
"44751888020004","23707565010900","48203479010497","6-3-63-97566","live","QUKE",7.9,"23707370010900","live",7.3
"44751890020004","23707547010900","48203479010497","6-3-63-97566","live","QUKE",5.9,"23707370010900","live",5.4
"44751891020004","23707549010900","48203479010497","6-3-63-97566","live","QUKE",6.2,"23707370010900","live",5.6
"44751892020004","23707551010900","48203479010497","6-3-63-97566","live","QUKE",11.6,"23707370010900","live",11.3
"44751893020004","23707553010900","48203479010497","6-3-63-97566","live","QUKE",8.1,"23707370010900","live",7.5
"44751894020004","23707555010900","48203479010497","6-3-63-97566","live","QUKE",12.9,"23707370010900","live",12.4
"44764402020004","23732586010900","48205511010497","6-3-91-98366","live","PILA",8.5,"23732520010900","live",5.4
"44764404020004","23732590010900","48205511010497","6-3-91-98366","live","OTHER",12.3,"23732520010900","live",11.5
"44764405020004","23732578010900","48205511010497","6-3-91-98366","live","PILA",13.3,"23732520010900","live",12.6
"44764409020004","23732549010900","48205511010497","6-3-91-98366","live","PILA",18.4,"23732520010900","live",16.7
"44764406020004","23732580010900","48205511010497","6-3-91-98366","live","PILA",23.3,"23732520010900","live",22.5
"44764407020004","23732582010900","48205511010497","6-3-91-98366","live","PILA",29,"23732520010900","live",28.4
"44764412020004","23732555010900","48205511010497","6-3-91-98366","live","PILA",7.3,"23732520010900","live",6.1
"44764414020004","23732559010900","48205511010497","6-3-91-98366","live","ABCO",8.8,"23732520010900","live",7.8
"44764417020004","23732564010900","48205511010497","6-3-91-98366","live","PILA",16.2,"23732520010900","live",15.4
"44764418020004","23732566010900","48205511010497","6-3-91-98366","live","OTHER",23.6,"23732520010900","live",23.1
"44764421020004","23732570010900","48205511010497","6-3-91-98366","live","ABCO",11.2,"23732520010900","live",9.7
"44764422020004","23732572010900","48205511010497","6-3-91-98366","live","ABCO",14.4,"23732520010900","live",13.1
"44764424020004","23732576010900","48205511010497","6-3-91-98366","live","ABCO",21.4,"23732520010900","live",20.6
"44774465020004","23748694010900","48205025010497","6-3-103-69378","live","PILA",30.5,"23748668010900","live",29.5
"44774471020004","23748704010900","48205025010497","6-3-103-69378","live","ABCO",14.2,"23748668010900","live",13
"44774486020004","23748724010900","48205025010497","6-3-103-69378","live","PIPO",13.4,"23748668010900","live",11.9
"44774487020004","23748726010900","48205025010497","6-3-103-69378","live","ABCO",25.9,"23748668010900","live",24.7
"44773894020004","23745487010900","48205738010497","6-3-103-72071","live","ABCO",7.5,"23745435010900","live",6
"44773895020004","23745489010900","48205738010497","6-3-103-72071","live","ABCO",11,"23745435010900","live",8.1
"44773897020004","23745491010900","48205738010497","6-3-103-72071","live","ABCO",4.1,"23745435010900","live",3.1
"44773908020004","23745494010900","48205738010497","6-3-103-72071","live","PILA",12.1,"23745435010900","live",8.7
"44773910020004","23745479010900","48205738010497","6-3-103-72071","live","PIPO",7.5,"23745435010900","live",5.6
"44773911020004","23745481010900","48205738010497","6-3-103-72071","live","PIPO",7.4,"23745435010900","live",6.1
"44773912020004","23745483010900","48205738010497","6-3-103-72071","live","PIPO",12.1,"23745435010900","live",9
"44773918020004","23745457010900","48205738010497","6-3-103-72071","live","PIPO",11.5,"23745435010900","live",9.3
"44773919020004","23745459010900","48205738010497","6-3-103-72071","live","PILA",10.2,"23745435010900","live",7.4
"44773920020004","23745461010900","48205738010497","6-3-103-72071","live","PIPO",7.7,"23745435010900","live",6.1
"44773921020004","23745463010900","48205738010497","6-3-103-72071","live","PIPO",7.4,"23745435010900","live",5.9
"44773922020004","23745465010900","48205738010497","6-3-103-72071","live","PIPO",8.2,"23745435010900","live",7.2
"44773923020004","23745467010900","48205738010497","6-3-103-72071","live","PIPO",7.3,"23745435010900","live",6.1
"44773924020004","23745469010900","48205738010497","6-3-103-72071","live","PILA",7.3,"23745435010900","live",6.2
"44773925020004","23745471010900","48205738010497","6-3-103-72071","live","PSME",16.4,"23745435010900","live",13.6
"44773926020004","23745473010900","48205738010497","6-3-103-72071","live","PIPO",11.2,"23745435010900","live",8.8
"44773927020004","23745475010900","48205738010497","6-3-103-72071","live","PIPO",4.6,"23745435010900","live",2.2
"44774202020004","23745964010900","48205369010497","6-3-103-75809","live","ABCO",14.9,"23745916010900","live",14.4
"44774203020004","23745966010900","48205369010497","6-3-103-75809","live","ABCO",9.7,"23745916010900","live",9.1
"44774204020004","23745968010900","48205369010497","6-3-103-75809","live","ABCO",5.6,"23745916010900","live",5
"44774205020004","23745970010900","48205369010497","6-3-103-75809","live","PILA",10.2,"23745916010900","live",8.8
"44774206020004","23745972010900","48205369010497","6-3-103-75809","live","ABCO",6.4,"23745916010900","live",6.3
"44774207020004","23745942010900","48205369010497","6-3-103-75809","live","ABCO",11.8,"23745916010900","live",11.3
"44774209020004","23745946010900","48205369010497","6-3-103-75809","live","PILA",29.1,"23745916010900","live",28.1
"44774210020004","23745948010900","48205369010497","6-3-103-75809","live","PILA",25.8,"23745916010900","live",24.5
"44774211020004","23745950010900","48205369010497","6-3-103-75809","live","PILA",18.5,"23745916010900","live",16.7
"44774213020004","23745954010900","48205369010497","6-3-103-75809","live","ABCO",8.4,"23745916010900","live",5.9
"44774220020004","23745960010900","48205369010497","6-3-103-75809","live","CADE27",25.8,"23745916010900","live",24.9
"44774221020004","23745962010900","48205369010497","6-3-103-75809","live","ABCO",10,"23745916010900","live",8.9
"44774304020004","23746208010900","48202690010497","6-3-103-78492","live","CADE27",10.4,"23746076010900","live",9
"44774301020004","23746236010900","48202690010497","6-3-103-78492","live","PSME",25.8,"23746076010900","live",23.2
"44774302020004","23746238010900","48202690010497","6-3-103-78492","live","QUKE",8.4,"23746076010900","live",7
"44774303020004","23746240010900","48202690010497","6-3-103-78492","live","QUKE",6.4,"23746076010900","live",6.3
"44774308020004","23746216010900","48202690010497","6-3-103-78492","live","PSME",9.8,"23746076010900","live",8.1
"44774316020004","23746125010900","48202690010497","6-3-103-78492","live","PSME",28,"23746076010900","live",26.5
"44774317020004","23746127010900","48202690010497","6-3-103-78492","live","PSME",25.9,"23746076010900","live",24.3
"44774318020004","23746129010900","48202690010497","6-3-103-78492","live","PSME",27,"23746076010900","live",25.5
"44774320020004","23746133010900","48202690010497","6-3-103-78492","live","PSME",32.5,"23746076010900","live",31.1
"44774321020004","23746135010900","48202690010497","6-3-103-78492","live","PSME",33,"23746076010900","live",31.4
"44774322020004","23746137010900","48202690010497","6-3-103-78492","live","PSME",5.4,"23746076010900","live",5
"44774324020004","23746141010900","48202690010497","6-3-103-78492","live","PSME",33.5,"23746076010900","live",32
"44774326020004","23746145010900","48202690010497","6-3-103-78492","live","PSME",29.2,"23746076010900","live",27.2
"44774327020004","23746147010900","48202690010497","6-3-103-78492","live","PILA",11.6,"23746076010900","live",11.6
"44774328020004","23746149010900","48202690010497","6-3-103-78492","live","PSME",5.9,"23746076010900","live",5.4
"44774329020004","23746151010900","48202690010497","6-3-103-78492","live","CADE27",5.7,"23746076010900","live",5.3
"44774330020004","23746153010900","48202690010497","6-3-103-78492","live","CADE27",3.5,"23746076010900","live",3.2
"44774331020004","23746224010900","48202690010497","6-3-103-78492","live","CADE27",2.7,"23746076010900","live",2.6
"44774332020004","23746227010900","48202690010497","6-3-103-78492","live","PSME",1.9,"23746076010900","live",1.9
"44774337020004","23746242010900","48202690010497","6-3-103-78492","live","PSME",7,"23746076010900","live",7
"44774338020004","23746244010900","48202690010497","6-3-103-78492","live","PSME",34.8,"23746076010900","live",31.7
"44774339020004","23746246010900","48202690010497","6-3-103-78492","live","PSME",10.9,"23746076010900","live",9.9
"44774340020004","23746248010900","48202690010497","6-3-103-78492","live","PSME",16.7,"23746076010900","live",14.8
"44774342020004","23746252010900","48202690010497","6-3-103-78492","live","PSME",7.6,"23746076010900","live",7.3
"44774343020004","23746254010900","48202690010497","6-3-103-78492","live","PSME",27.3,"23746076010900","live",26.1
"44774344020004","23746232010900","48202690010497","6-3-103-78492","live","QUKE",9.5,"23746076010900","live",9.3
"44774346020004","23746168010900","48202690010497","6-3-103-78492","live","PSME",5.5,"23746076010900","live",5.3
"44774347020004","23746170010900","48202690010497","6-3-103-78492","live","PSME",6.7,"23746076010900","live",6.6
"44774349020004","23746174010900","48202690010497","6-3-103-78492","live","PSME",6.5,"23746076010900","live",5.9
"44774350020004","23746176010900","48202690010497","6-3-103-78492","live","CADE27",8.2,"23746076010900","live",7.8
"44774354020004","23746184010900","48202690010497","6-3-103-78492","live","PSME",27.1,"23746076010900","live",26
"44774355020004","23746186010900","48202690010497","6-3-103-78492","live","PILA",26.1,"23746076010900","live",23.7
"44774356020004","23746188010900","48202690010497","6-3-103-78492","live","CADE27",7.6,"23746076010900","live",6.7
"44774368020004","23746200010900","48202690010497","6-3-103-78492","live","PSME",28.1,"23746076010900","live",26.4
"44774365020004","23746194010900","48202690010497","6-3-103-78492","live","QUKE",8.1,"23746076010900","live",8.1
"44774367020004","23746198010900","48202690010497","6-3-103-78492","live","PSME",24.7,"23746076010900","live",22.9
"44774369020004","23746202010900","48202690010497","6-3-103-78492","live","QUKE",7.8,"23746076010900","live",7.1
"44774372020004","23746156010900","48202690010497","6-3-103-78492","live","PSME",8.3,"23746076010900","live",8
"44774373020004","23746158010900","48202690010497","6-3-103-78492","live","QUKE",18.4,"23746076010900","live",17.7
"44774374020004","23746160010900","48202690010497","6-3-103-78492","live","PSME",5.9,"23746076010900","live",5.4
"44774375020004","23746162010900","48202690010497","6-3-103-78492","live","PSME",13.3,"23746076010900","live",13
"44774376020004","23746164010900","48202690010497","6-3-103-78492","live","PSME",39.2,"23746076010900","live",35.7
"44774377020004","23746166010900","48202690010497","6-3-103-78492","live","PSME",31.2,"23746076010900","live",30.1
"44774378020004","23746111010900","48202690010497","6-3-103-78492","live","CADE27",2.2,"23746076010900","live",2.1
"44774379020004","23746114010900","48202690010497","6-3-103-78492","live","OTHER",3.1,"23746076010900","live",2.2
"44943955020004","23746709010900","48205344010497","6-3-103-82900","live","CADE27",33.9,"23746599010900","live",32
"44943958020004","23746715010900","48205344010497","6-3-103-82900","live","PSME",42.4,"23746599010900","live",32.4
"44943961020004","23746722010900","48205344010497","6-3-103-82900","live","PSME",28.3,"23746599010900","live",26.9
"44943962020004","23746724010900","48205344010497","6-3-103-82900","live","ABCO",33.8,"23746599010900","live",33.5
"44943963020004","23746726010900","48205344010497","6-3-103-82900","live","CADE27",5.9,"23746599010900","live",5.8
"44943973020004","23746660010900","48205344010497","6-3-103-82900","live","PILA",51.1,"23746599010900","live",51.1
