"tre_cn","prev_tre_cn","plt_cn.re","plot_id","tree_status.re","species","dbh_in.re","plt_cn.init","tree_status.init","dbh_in.init","survived"
"302010832489998","25010154010900","216961531020004","6-3-91-98691","live","PIPO",30.2,"25010091010900","live",29.3,TRUE
"302010834489998","25010158010900","216961531020004","6-3-91-98691","live","ABCO",7.1,"25010091010900","live",5.8,TRUE
"302010835489998","25010160010900","216961531020004","6-3-91-98691","live","CADE27",6,"25010091010900","live",5,TRUE
"302010837489998","25010164010900","216961531020004","6-3-91-98691","live","CADE27",8.7,"25010091010900","live",7.5,TRUE
"302010838489998","25010166010900","216961531020004","6-3-91-98691","live","PIPO",13.7,"25010091010900","live",11.6,TRUE
"302010842489998","25010175010900","216961531020004","6-3-91-98691","dead","ABCO",10,"25010091010900","live",9.5,FALSE
"302010839489998","25010168010900","216961531020004","6-3-91-98691","live","PILA",6.9,"25010091010900","live",5.8,TRUE
"302010840489998","25010170010900","216961531020004","6-3-91-98691","live","CADE27",9.8,"25010091010900","live",8.8,TRUE
"302010841489998","25010173010900","216961531020004","6-3-91-98691","dead","ABCO",8.7,"25010091010900","live",8.3,FALSE
"302010843489998","25010177010900","216961531020004","6-3-91-98691","live","PILA",9.6,"25010091010900","live",8.3,TRUE
"302010845489998","25010179010900","216961531020004","6-3-91-98691","live","PIPO",14.6,"25010091010900","live",13.8,TRUE
"302010846489998","25010181010900","216961531020004","6-3-91-98691","live","CADE27",15.9,"25010091010900","live",14.7,TRUE
"302010847489998","25010183010900","216961531020004","6-3-91-98691","live","PIPO",11.1,"25010091010900","live",10.2,TRUE
"302010848489998","25010185010900","216961531020004","6-3-91-98691","live","PIPO",7.4,"25010091010900","live",6.5,TRUE
"302010849489998","25010187010900","216961531020004","6-3-91-98691","live","PIPO",7.7,"25010091010900","live",6.6,TRUE
"302010851489998","25010191010900","216961531020004","6-3-91-98691","live","PIPO",11.2,"25010091010900","live",10.2,TRUE
"302010852489998","25010193010900","216961531020004","6-3-91-98691","live","CADE27",11,"25010091010900","live",10,TRUE
"302010853489998","25010195010900","216961531020004","6-3-91-98691","live","PIPO",17.2,"25010091010900","live",16.4,TRUE
"302010854489998","25010197010900","216961531020004","6-3-91-98691","live","PIPO",25.3,"25010091010900","live",24.6,TRUE
"302010855489998","25010199010900","216961531020004","6-3-91-98691","live","PIPO",9.2,"25010091010900","live",8.7,TRUE
"302010856489998","25010201010900","216961531020004","6-3-91-98691","live","PIPO",20,"25010091010900","live",18.9,TRUE
"302010857489998","25010203010900","216961531020004","6-3-91-98691","live","CADE27",32.2,"25010091010900","live",30.2,TRUE
"302010860489998","25010207010900","216961531020004","6-3-91-98691","live","CADE27",13.4,"25010091010900","live",11.8,TRUE
"302010861489998","25010209010900","216961531020004","6-3-91-98691","live","CADE27",13,"25010091010900","live",11.9,TRUE
"302010862489998","25010211010900","216961531020004","6-3-91-98691","live","CADE27",10.9,"25010091010900","live",10,TRUE
"302010863489998","25010213010900","216961531020004","6-3-91-98691","live","CADE27",15.2,"25010091010900","live",13.7,TRUE
"302010864489998","25010215010900","216961531020004","6-3-91-98691","live","PIPO",21.6,"25010091010900","live",20,TRUE
"302010865489998","25010217010900","216961531020004","6-3-91-98691","live","PIPO",27.9,"25010091010900","live",27.1,TRUE
"302010866489998","25010219010900","216961531020004","6-3-91-98691","live","CADE27",9,"25010091010900","live",8.2,TRUE
"302057249489998","24985688010900","216959065020004","6-3-103-57968","live","PIPO",24.5,"24985623010900","live",24,TRUE
"302057250489998","24985690010900","216959065020004","6-3-103-57968","dead","CADE27",14.6,"24985623010900","live",14.3,FALSE
"302057251489998","24985772010900","216959065020004","6-3-103-57968","live","ABCO",6.8,"24985623010900","live",6.6,TRUE
"302057252489998","24985774010900","216959065020004","6-3-103-57968","live","PIPO",30.3,"24985623010900","live",29.5,TRUE
"302057254489998","24985778010900","216959065020004","6-3-103-57968","live","PIPO",35.4,"24985623010900","live",34.5,TRUE
"302057255489998","24985780010900","216959065020004","6-3-103-57968","live","PIPO",25.6,"24985623010900","live",25.3,TRUE
"302057256489998","24985782010900","216959065020004","6-3-103-57968","dead","ABCO",5.8,"24985623010900","live",6,FALSE
"302057257489998","24985784010900","216959065020004","6-3-103-57968","live","PIPO",24.8,"24985623010900","live",24.2,TRUE
"302057258489998","24985786010900","216959065020004","6-3-103-57968","live","PIPO",27.7,"24985623010900","live",27.1,TRUE
"302057259489998","24985788010900","216959065020004","6-3-103-57968","live","PIPO",18.3,"24985623010900","live",18,TRUE
"302057263489998","24985796010900","216959065020004","6-3-103-57968","live","CADE27",13.3,"24985623010900","live",13.3,TRUE
"302057261489998","24985792010900","216959065020004","6-3-103-57968","live","PIPO",26,"24985623010900","live",25.3,TRUE
"302057262489998","24985794010900","216959065020004","6-3-103-57968","dead","ABCO",NA,"24985623010900","live",9.6,FALSE
"302057264489998","24985798010900","216959065020004","6-3-103-57968","live","ABCO",5.6,"24985623010900","live",5.3,TRUE
"302057266489998","24985802010900","216959065020004","6-3-103-57968","live","CADE27",15.6,"24985623010900","live",14,TRUE
"302057267489998","24985804010900","216959065020004","6-3-103-57968","live","ABCO",5.5,"24985623010900","live",5.5,TRUE
"302057269489998","24985808010900","216959065020004","6-3-103-57968","live","ABCO",12.8,"24985623010900","live",11.6,TRUE
"302057270489998","24985810010900","216959065020004","6-3-103-57968","live","PILA",27.9,"24985623010900","live",24.5,TRUE
"302057272489998","24985734010900","216959065020004","6-3-103-57968","live","PIPO",35.7,"24985623010900","live",34.7,TRUE
"302057273489998","24985736010900","216959065020004","6-3-103-57968","live","PILA",32.5,"24985623010900","live",30.5,TRUE
"302057277489998","24985738010900","216959065020004","6-3-103-57968","live","CADE27",6.5,"24985623010900","live",6.3,TRUE
"302057278489998","24985740010900","216959065020004","6-3-103-57968","live","PIPO",25.8,"24985623010900","live",24.4,TRUE
"302057279489998","24985742010900","216959065020004","6-3-103-57968","live","PIPO",27.9,"24985623010900","live",26.2,TRUE
"302057280489998","24985744010900","216959065020004","6-3-103-57968","live","ABCO",5.5,"24985623010900","live",5,TRUE
"302057281489998","24985746010900","216959065020004","6-3-103-57968","live","PIPO",23.5,"24985623010900","live",22.5,TRUE
"302057282489998","24985748010900","216959065020004","6-3-103-57968","live","CADE27",23.9,"24985623010900","live",22.8,TRUE
"302057283489998","24985750010900","216959065020004","6-3-103-57968","live","PILA",35,"24985623010900","live",32.4,TRUE
"302057284489998","24985752010900","216959065020004","6-3-103-57968","live","PIPO",24.7,"24985623010900","live",23.1,TRUE
"302057285489998","24985754010900","216959065020004","6-3-103-57968","live","ABCO",29.4,"24985623010900","live",27.6,TRUE
"302057286489998","24985756010900","216959065020004","6-3-103-57968","live","ABCO",10.3,"24985623010900","live",9,TRUE
"302057289489998","24985762010900","216959065020004","6-3-103-57968","live","ABCO",10.3,"24985623010900","live",9.2,TRUE
"302057293489998","24985770010900","216959065020004","6-3-103-57968","live","PIPO",29.1,"24985623010900","live",27.6,TRUE
"302057291489998","24985766010900","216959065020004","6-3-103-57968","dead","CADE27",9.4,"24985623010900","live",9.3,FALSE
"302057292489998","24985768010900","216959065020004","6-3-103-57968","dead","ABCO",8.8,"24985623010900","live",8.5,FALSE
"302057294489998","24985692010900","216959065020004","6-3-103-57968","live","PILA",27.8,"24985623010900","live",25.7,TRUE
"302057295489998","24985694010900","216959065020004","6-3-103-57968","live","CADE27",15.4,"24985623010900","live",14.9,TRUE
"302057298489998","24985696010900","216959065020004","6-3-103-57968","live","PIPO",25.6,"24985623010900","live",24.4,TRUE
"302057299489998","24985698010900","216959065020004","6-3-103-57968","live","ABCO",29.3,"24985623010900","live",28,TRUE
"302057300489998","24985700010900","216959065020004","6-3-103-57968","live","ABCO",30.2,"24985623010900","live",28.2,TRUE
"302057301489998","24985702010900","216959065020004","6-3-103-57968","live","ABCO",18.8,"24985623010900","live",17.5,TRUE
"302057302489998","24985704010900","216959065020004","6-3-103-57968","live","PIPO",27.4,"24985623010900","live",26.5,TRUE
"302057303489998","24985706010900","216959065020004","6-3-103-57968","live","CADE27",7.3,"24985623010900","live",7,TRUE
"302057304489998","24985708010900","216959065020004","6-3-103-57968","live","PILA",8.9,"24985623010900","live",8.9,TRUE
"302057305489998","24985710010900","216959065020004","6-3-103-57968","live","ABCO",11.6,"24985623010900","live",11,TRUE
"302057306489998","24985712010900","216959065020004","6-3-103-57968","live","PILA",19.4,"24985623010900","live",17.7,TRUE
"302057308489998","24985716010900","216959065020004","6-3-103-57968","live","ABCO",7.2,"24985623010900","live",6.8,TRUE
"302057309489998","24985718010900","216959065020004","6-3-103-57968","live","ABCO",22.8,"24985623010900","live",20.8,TRUE
"302057310489998","24985720010900","216959065020004","6-3-103-57968","live","PIPO",25.2,"24985623010900","live",25.2,TRUE
"302057311489998","24985722010900","216959065020004","6-3-103-57968","live","CADE27",12.8,"24985623010900","live",12.7,TRUE
"302057329489998","24985724010900","216959065020004","6-3-103-57968","live","CADE27",14.8,"24985623010900","live",14.2,TRUE
"302057314489998","24985726010900","216959065020004","6-3-103-57968","live","PIPO",34.7,"24985623010900","live",32.8,TRUE
"302057315489998","24985728010900","216959065020004","6-3-103-57968","live","PIPO",21.1,"24985623010900","live",20.5,TRUE
"302057316489998","24985730010900","216959065020004","6-3-103-57968","live","ABCO",10.1,"24985623010900","live",9.6,TRUE
"302057317489998","24985648010900","216959065020004","6-3-103-57968","live","PIPO",33.1,"24985623010900","live",31.7,TRUE
"302057321489998","24985656010900","216959065020004","6-3-103-57968","live","PIPO",29.8,"24985623010900","live",29.2,TRUE
"302057318489998","24985650010900","216959065020004","6-3-103-57968","live","PIPO",17.2,"24985623010900","live",16.7,TRUE
"302057319489998","24985652010900","216959065020004","6-3-103-57968","live","ABCO",14,"24985623010900","live",12.8,TRUE
"302057320489998","24985654010900","216959065020004","6-3-103-57968","dead","PILA",39.6,"24985623010900","live",38.4,FALSE
"302057322489998","24985658010900","216959065020004","6-3-103-57968","live","ABCO",9.4,"24985623010900","live",8.4,TRUE
"302057323489998","24985660010900","216959065020004","6-3-103-57968","live","PIPO",24.9,"24985623010900","live",24,TRUE
"302057324489998","24985662010900","216959065020004","6-3-103-57968","dead","CADE27",7.4,"24985623010900","live",7.6,FALSE
"302057325489998","24985664010900","216959065020004","6-3-103-57968","live","PIPO",34,"24985623010900","live",33,TRUE
"302057326489998","24985666010900","216959065020004","6-3-103-57968","dead","CADE27",16.2,"24985623010900","live",15.2,FALSE
"302057327489998","24985668010900","216959065020004","6-3-103-57968","dead","PIPO",31.9,"24985623010900","live",31.1,FALSE
"302057330489998","24985670010900","216959065020004","6-3-103-57968","live","PIPO",17.5,"24985623010900","live",16.6,TRUE
"302057331489998","24985672010900","216959065020004","6-3-103-57968","live","PIPO",28,"24985623010900","live",26.6,TRUE
"302057328489998","24985674010900","216959065020004","6-3-103-57968","live","ABCO",6.5,"24985623010900","live",6,TRUE
"302057332489998","24985676010900","216959065020004","6-3-103-57968","dead","ABCO",6.7,"24985623010900","live",6.2,FALSE
"302057333489998","24985678010900","216959065020004","6-3-103-57968","live","ABCO",5.5,"24985623010900","live",5.2,TRUE
"302057334489998","24985680010900","216959065020004","6-3-103-57968","live","PILA",29.6,"24985623010900","live",27.7,TRUE
"302057336489998","24985684010900","216959065020004","6-3-103-57968","live","PIPO",11.2,"24985623010900","live",11,TRUE
"302057338489998","24985646010900","216959065020004","6-3-103-57968","live","ABCO",7.4,"24985623010900","live",6.9,TRUE
"302064762489998","24984073010900","216961286020004","6-3-103-63784","dead","PIPO",NA,"24983995010900","live",8.9,FALSE
"302064763489998","24984075010900","216961286020004","6-3-103-63784","dead","QUKE",NA,"24983995010900","live",8.6,FALSE
"302064765489998","24984079010900","216961286020004","6-3-103-63784","dead","PIPO",NA,"24983995010900","live",11.5,FALSE
"302064766489998","24984081010900","216961286020004","6-3-103-63784","live","PIPO",17.2,"24983995010900","live",16.2,TRUE
"302064767489998","24984083010900","216961286020004","6-3-103-63784","live","QUKE",25.6,"24983995010900","live",24.9,TRUE
"302064769489998","24984085010900","216961286020004","6-3-103-63784","dead","PIPO",NA,"24983995010900","live",2.2,FALSE
"302064770489998","24984087010900","216961286020004","6-3-103-63784","dead","PIPO",NA,"24983995010900","live",10.6,FALSE
"302064772489998","24984093010900","216961286020004","6-3-103-63784","dead","PSME",NA,"24983995010900","live",6.1,FALSE
"302064775489998","24984026010900","216961286020004","6-3-103-63784","live","PSME",9.5,"24983995010900","live",7.8,TRUE
"302064776489998","24984028010900","216961286020004","6-3-103-63784","live","PIPO",9.2,"24983995010900","live",8.5,TRUE
"302064779489998","24984034010900","216961286020004","6-3-103-63784","live","PILA",18.3,"24983995010900","live",17.3,TRUE
"302064780489998","24984036010900","216961286020004","6-3-103-63784","dead","PIPO",NA,"24983995010900","live",8.9,FALSE
"302064778489998","24984032010900","216961286020004","6-3-103-63784","dead","PIPO",NA,"24983995010900","live",7.6,FALSE
"302064781489998","24984038010900","216961286020004","6-3-103-63784","live","PIPO",10.7,"24983995010900","live",10.8,TRUE
"302064782489998","24984040010900","216961286020004","6-3-103-63784","live","PILA",8.5,"24983995010900","live",7.2,TRUE
"302064783489998","24984042010900","216961286020004","6-3-103-63784","dead","PIPO",NA,"24983995010900","live",9.6,FALSE
"302064784489998","24984044010900","216961286020004","6-3-103-63784","live","PIPO",12.2,"24983995010900","live",11.3,TRUE
"302064785489998","24984046010900","216961286020004","6-3-103-63784","dead","PIPO",NA,"24983995010900","live",6,FALSE
"302064786489998","24984048010900","216961286020004","6-3-103-63784","live","PIPO",10.7,"24983995010900","live",10.8,TRUE
"302064787489998","24984050010900","216961286020004","6-3-103-63784","dead","PIPO",NA,"24983995010900","live",5.5,FALSE
"302064788489998","24984052010900","216961286020004","6-3-103-63784","live","PIPO",9.5,"24983995010900","live",9.4,TRUE
"302064789489998","24984054010900","216961286020004","6-3-103-63784","live","PIPO",10.4,"24983995010900","live",9.3,TRUE
"302064790489998","24984056010900","216961286020004","6-3-103-63784","dead","PIPO",NA,"24983995010900","live",5.4,FALSE
"302064791489998","24984058010900","216961286020004","6-3-103-63784","dead","OTHER",NA,"24983995010900","live",5.7,FALSE
"302062890489998","24983554010900","216960557020004","6-3-103-76147","live","QUKE",12,"24983520010900","live",11.6,TRUE
"302062891489998","24983556010900","216960557020004","6-3-103-76147","live","PSME",7.6,"24983520010900","live",6.9,TRUE
"302062893489998","24983560010900","216960557020004","6-3-103-76147","live","PSME",29.7,"24983520010900","live",29,TRUE
"302062896489998","24983566010900","216960557020004","6-3-103-76147","live","PIPO",24.7,"24983520010900","live",24.3,TRUE
"302062892489998","24983558010900","216960557020004","6-3-103-76147","dead","PSME",34.2,"24983520010900","live",34.2,FALSE
"302062894489998","24983562010900","216960557020004","6-3-103-76147","live","PSME",14.9,"24983520010900","live",13.9,TRUE
"302062895489998","24983564010900","216960557020004","6-3-103-76147","live","PSME",13.5,"24983520010900","live",12.5,TRUE
"302062897489998","24983568010900","216960557020004","6-3-103-76147","live","QUKE",9,"24983520010900","live",8.8,TRUE
"302062899489998","24983572010900","216960557020004","6-3-103-76147","live","PSME",6.8,"24983520010900","live",6.5,TRUE
"302062900489998","24983574010900","216960557020004","6-3-103-76147","live","PSME",7.6,"24983520010900","live",6.7,TRUE
"302062901489998","24983576010900","216960557020004","6-3-103-76147","live","PSME",10,"24983520010900","live",9.1,TRUE
"302062902489998","24983580010900","216960557020004","6-3-103-76147","live","PIPO",16.7,"24983520010900","live",15.9,TRUE
"302062903489998","24983582010900","216960557020004","6-3-103-76147","live","PSME",16.7,"24983520010900","live",15.6,TRUE
"302062904489998","24983584010900","216960557020004","6-3-103-76147","live","PSME",11.4,"24983520010900","live",10.8,TRUE
"302062905489998","24983586010900","216960557020004","6-3-103-76147","live","PSME",25.2,"24983520010900","live",23.6,TRUE
"302062906489998","24983588010900","216960557020004","6-3-103-76147","live","PSME",25.5,"24983520010900","live",24.3,TRUE
"302062907489998","24983590010900","216960557020004","6-3-103-76147","live","PSME",13.4,"24983520010900","live",12.9,TRUE
"302062908489998","24983592010900","216960557020004","6-3-103-76147","live","PSME",18.7,"24983520010900","live",17.6,TRUE
"302062909489998","24983594010900","216960557020004","6-3-103-76147","dead","QUKE",7.9,"24983520010900","live",9.2,FALSE
"302062910489998","24983596010900","216960557020004","6-3-103-76147","live","QUKE",14.2,"24983520010900","live",13.7,TRUE
"302062914489998","24983598010900","216960557020004","6-3-103-76147","live","PSME",1.6,"24983520010900","live",1.3,TRUE
"302062915489998","24983601010900","216960557020004","6-3-103-76147","live","QUKE",13.4,"24983520010900","live",12.8,TRUE
"302062916489998","24983603010900","216960557020004","6-3-103-76147","live","QUKE",6.7,"24983520010900","live",6.6,TRUE
"302062917489998","24983605010900","216960557020004","6-3-103-76147","live","QUKE",9.8,"24983520010900","live",9.6,TRUE
"302062918489998","24983607010900","216960557020004","6-3-103-76147","dead","QUKE",5.6,"24983520010900","live",5.7,FALSE
"302062919489998","24983609010900","216960557020004","6-3-103-76147","live","QUKE",10.6,"24983520010900","live",10.2,TRUE
"302062920489998","24983611010900","216960557020004","6-3-103-76147","live","PSME",8.7,"24983520010900","live",7.5,TRUE
"302062921489998","24983613010900","216960557020004","6-3-103-76147","live","QUKE",11.8,"24983520010900","live",11.5,TRUE
"302062925489998","24983619010900","216960557020004","6-3-103-76147","dead","QUKE",7,"24983520010900","live",7,FALSE
"302062924489998","24983617010900","216960557020004","6-3-103-76147","live","PIPO",14.4,"24983520010900","live",14.4,TRUE
"302062926489998","24983621010900","216960557020004","6-3-103-76147","live","PILA",29.2,"24983520010900","live",28.2,TRUE
"302062927489998","24983623010900","216960557020004","6-3-103-76147","live","OTHER",7.6,"24983520010900","live",7.4,TRUE
"302062928489998","24983625010900","216960557020004","6-3-103-76147","live","CADE27",20.8,"24983520010900","live",19.7,TRUE
"302062929489998","24983627010900","216960557020004","6-3-103-76147","dead","PIPO",5.1,"24983520010900","live",5.3,FALSE
"302062930489998","24983544010900","216960557020004","6-3-103-76147","live","CADE27",21.2,"24983520010900","live",20.9,TRUE
"302062931489998","24983546010900","216960557020004","6-3-103-76147","live","PSME",22,"24983520010900","live",20.6,TRUE
"302062932489998","24983548010900","216960557020004","6-3-103-76147","live","PSME",11.8,"24983520010900","live",10.7,TRUE
"302062933489998","24983550010900","216960557020004","6-3-103-76147","live","PSME",32.8,"24983520010900","live",31.7,TRUE
"301988650489998","25127922010900","216959297020004","6-3-115-51465","live","CADE27",31.2,"25127805010900","live",29.3,TRUE
"301988646489998","25127910010900","216959297020004","6-3-115-51465","live","OTHER",19.7,"25127805010900","live",16.9,TRUE
"301988647489998","25127913010900","216959297020004","6-3-115-51465","live","PSME",19.1,"25127805010900","live",15.8,TRUE
"301988648489998","25127916010900","216959297020004","6-3-115-51465","live","PSME",6.5,"25127805010900","live",6.4,TRUE
"301988649489998","25127919010900","216959297020004","6-3-115-51465","live","PSME",12.4,"25127805010900","live",10.5,TRUE
"301988651489998","25127925010900","216959297020004","6-3-115-51465","live","OTHER",9.1,"25127805010900","live",9,TRUE
"301988652489998","25127929010900","216959297020004","6-3-115-51465","live","PSME",15.2,"25127805010900","live",12.6,TRUE
"301988653489998","25127932010900","216959297020004","6-3-115-51465","live","PSME",10.4,"25127805010900","live",9.6,TRUE
"301988654489998","25127935010900","216959297020004","6-3-115-51465","live","OTHER",5.9,"25127805010900","live",5.8,TRUE
"301988655489998","25127938010900","216959297020004","6-3-115-51465","live","ABCO",25,"25127805010900","live",22.1,TRUE
"301988656489998","25127941010900","216959297020004","6-3-115-51465","dead","PSME",NA,"25127805010900","live",4.4,FALSE
"301988657489998","25127944010900","216959297020004","6-3-115-51465","dead","PSME",NA,"25127805010900","live",1.8,FALSE
"301988658489998","25127947010900","216959297020004","6-3-115-51465","live","OTHER",4.5,"25127805010900","live",4,TRUE
"301988659489998","25127950010900","216959297020004","6-3-115-51465","live","PSME",30.8,"25127805010900","live",26.9,TRUE
"301988660489998","25127953010900","216959297020004","6-3-115-51465","live","QUKE",31.4,"25127805010900","live",30.2,TRUE
"301988664489998","25127956010900","216959297020004","6-3-115-51465","live","PSME",2.7,"25127805010900","live",2.3,TRUE
"301988665489998","25127958010900","216959297020004","6-3-115-51465","live","PIPO",4.9,"25127805010900","live",4.2,TRUE
"301988666489998","25127960010900","216959297020004","6-3-115-51465","live","PSME",1.2,"25127805010900","live",1,TRUE
"301988667489998","25127962010900","216959297020004","6-3-115-51465","live","OTHER",4.9,"25127805010900","live",3.1,TRUE
"301988668489998","25127964010900","216959297020004","6-3-115-51465","live","QUKE",2.2,"25127805010900","live",1.8,TRUE
"301988669489998","25127966010900","216959297020004","6-3-115-51465","live","OTHER",2.1,"25127805010900","live",1.6,TRUE
"301988670489998","25127850010900","216959297020004","6-3-115-51465","live","OTHER",2.2,"25127805010900","live",1.8,TRUE
"301988671489998","25127852010900","216959297020004","6-3-115-51465","dead","QUKE",NA,"25127805010900","live",1.2,FALSE
"301988672489998","25127854010900","216959297020004","6-3-115-51465","live","OTHER",3.5,"25127805010900","live",2.9,TRUE
"301988673489998","25127856010900","216959297020004","6-3-115-51465","live","OTHER",3.6,"25127805010900","live",2.5,TRUE
"301988674489998","25127858010900","216959297020004","6-3-115-51465","live","CADE27",17,"25127805010900","live",14.7,TRUE
"301988675489998","25127860010900","216959297020004","6-3-115-51465","live","PILA",38,"25127805010900","live",33.2,TRUE
"301988676489998","25127862010900","216959297020004","6-3-115-51465","live","OTHER",8,"25127805010900","live",6.6,TRUE
"301988677489998","25127864010900","216959297020004","6-3-115-51465","live","PSME",10.9,"25127805010900","live",9.6,TRUE
"301988681489998","25127872010900","216959297020004","6-3-115-51465","dead","CADE27",5.3,"25127805010900","live",5.5,FALSE
"301988678489998","25127866010900","216959297020004","6-3-115-51465","live","PSME",16.7,"25127805010900","live",14.1,TRUE
"301988679489998","25127868010900","216959297020004","6-3-115-51465","live","CADE27",11.6,"25127805010900","live",11.2,TRUE
"301988680489998","25127870010900","216959297020004","6-3-115-51465","dead","PIPO",5.9,"25127805010900","live",5.9,FALSE
"301988682489998","25127874010900","216959297020004","6-3-115-51465","dead","PSME",5.3,"25127805010900","live",5.3,FALSE
"301988683489998","25127876010900","216959297020004","6-3-115-51465","live","PSME",19.2,"25127805010900","live",17.2,TRUE
"301988684489998","25127878010900","216959297020004","6-3-115-51465","live","PILA",12.2,"25127805010900","live",10,TRUE
"301988685489998","25127880010900","216959297020004","6-3-115-51465","live","QUKE",34.9,"25127805010900","live",33.9,TRUE
"301988686489998","25127882010900","216959297020004","6-3-115-51465","live","PSME",27.2,"25127805010900","live",24.7,TRUE
"301988687489998","25127884010900","216959297020004","6-3-115-51465","live","PSME",33.5,"25127805010900","live",29.6,TRUE
"301988688489998","25127886010900","216959297020004","6-3-115-51465","live","QUKE",26.9,"25127805010900","live",26.4,TRUE
"301988694489998","25127968010900","216959297020004","6-3-115-51465","live","PIPO",8.1,"25127805010900","live",6.8,TRUE
"301988695489998","25127970010900","216959297020004","6-3-115-51465","live","PIPO",12.7,"25127805010900","live",9.7,TRUE
"301988696489998","25127972010900","216959297020004","6-3-115-51465","live","PIPO",19.4,"25127805010900","live",15.2,TRUE
"301988697489998","25127974010900","216959297020004","6-3-115-51465","live","PIPO",7.5,"25127805010900","live",5.8,TRUE
"301988698489998","25127976010900","216959297020004","6-3-115-51465","live","PILA",12.5,"25127805010900","live",7.8,TRUE
"301988700489998","25127980010900","216959297020004","6-3-115-51465","live","PIPO",13.3,"25127805010900","live",9.3,TRUE
"301988701489998","25127982010900","216959297020004","6-3-115-51465","live","PIPO",14.1,"25127805010900","live",10.8,TRUE
"301988702489998","25127984010900","216959297020004","6-3-115-51465","live","PIPO",13.5,"25127805010900","live",11.1,TRUE
"301988703489998","25127986010900","216959297020004","6-3-115-51465","live","PIPO",9.8,"25127805010900","live",7.7,TRUE
"301988704489998","25127988010900","216959297020004","6-3-115-51465","live","PIPO",10.2,"25127805010900","live",7,TRUE
"301988705489998","25127990010900","216959297020004","6-3-115-51465","live","PSME",6.3,"25127805010900","live",5.1,TRUE
"301988706489998","25127992010900","216959297020004","6-3-115-51465","live","PIPO",11.5,"25127805010900","live",8.2,TRUE
"301988707489998","25127994010900","216959297020004","6-3-115-51465","live","PIPO",13.2,"25127805010900","live",9.9,TRUE
"301988708489998","25127996010900","216959297020004","6-3-115-51465","dead","PIPO",NA,"25127805010900","live",2.1,FALSE
"301988714489998","25127842010900","216959297020004","6-3-115-51465","live","PSME",6.2,"25127805010900","live",5,TRUE
"301988715489998","25127844010900","216959297020004","6-3-115-51465","live","PIPO",11.6,"25127805010900","live",9.1,TRUE
"301988716489998","25127846010900","216959297020004","6-3-115-51465","live","PIPO",13,"25127805010900","live",9.4,TRUE
"301988717489998","25127848010900","216959297020004","6-3-115-51465","live","PIPO",12.7,"25127805010900","live",11,TRUE
"301988718489998","25127888010900","216959297020004","6-3-115-51465","live","PIPO",11.4,"25127805010900","live",9.3,TRUE
"301988719489998","25127890010900","216959297020004","6-3-115-51465","live","PSME",6,"25127805010900","live",5.2,TRUE
"301988720489998","25127892010900","216959297020004","6-3-115-51465","live","OTHER",7.7,"25127805010900","live",6.5,TRUE
"301988721489998","25127894010900","216959297020004","6-3-115-51465","live","OTHER",6.2,"25127805010900","live",5.1,TRUE
"301988723489998","25127898010900","216959297020004","6-3-115-51465","live","OTHER",6.1,"25127805010900","live",5.7,TRUE
"301988724489998","25127900010900","216959297020004","6-3-115-51465","live","OTHER",6,"25127805010900","live",5.2,TRUE
"301988725489998","25127902010900","216959297020004","6-3-115-51465","live","PIPO",5.1,"25127805010900","live",5,TRUE
"301988726489998","25127904010900","216959297020004","6-3-115-51465","live","PSME",7.9,"25127805010900","live",5.6,TRUE
"301988727489998","25127906010900","216959297020004","6-3-115-51465","live","CADE27",27.8,"25127805010900","live",25.7,TRUE
"301988728489998","25127908010900","216959297020004","6-3-115-51465","live","OTHER",4.8,"25127805010900","live",4.1,TRUE
"301929136489998","25157734010900","216961031020004","6-5-5-78549","live","PILA",35.8,"25157650010900","live",28.4,TRUE
"301929144489998","25157703010900","216961031020004","6-5-5-78549","live","PSME",18.4,"25157650010900","live",13.8,TRUE
"301929145489998","25157705010900","216961031020004","6-5-5-78549","live","PSME",29,"25157650010900","live",22.1,TRUE
"301929147489998","25157711010900","216961031020004","6-5-5-78549","live","CADE27",5.2,"25157650010900","live",1.2,TRUE
"301929148489998","25157713010900","216961031020004","6-5-5-78549","live","PIPO",15.5,"25157650010900","live",7.2,TRUE
"301929606489998","25160373010900","216961424020004","6-5-9-67709","live","CADE27",10.9,"25160302010900","live",8.5,TRUE
"301929605489998","25160371010900","216961424020004","6-5-9-67709","live","CADE27",10.6,"25160302010900","live",8.8,TRUE
"301929607489998","25160375010900","216961424020004","6-5-9-67709","live","PSME",8.9,"25160302010900","live",5.8,TRUE
"301929608489998","25160377010900","216961424020004","6-5-9-67709","dead","PSME",5.2,"25160302010900","live",5.3,FALSE
"301929609489998","25160379010900","216961424020004","6-5-9-67709","live","PSME",19.9,"25160302010900","live",15.4,TRUE
"301929610489998","25160381010900","216961424020004","6-5-9-67709","live","ABCO",3.1,"25160302010900","live",2.3,TRUE
"301929611489998","25160383010900","216961424020004","6-5-9-67709","dead","ABCO",NA,"25160302010900","live",1.8,FALSE
"301929612489998","25160385010900","216961424020004","6-5-9-67709","dead","ABCO",NA,"25160302010900","live",1.4,FALSE
"301929615489998","25160387010900","216961424020004","6-5-9-67709","live","ABCO",9.5,"25160302010900","live",8.7,TRUE
"301929616489998","25160389010900","216961424020004","6-5-9-67709","live","ABCO",12.2,"25160302010900","live",10.9,TRUE
