# stan_version_major = 2
# stan_version_minor = 29
# stan_version_patch = 1
# model = fecd_model_model
# start_datetime = 2023-07-21 18:04:25 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 3
# data
#   file = C:/Users/dfoster/AppData/Local/Temp/RtmpC0iZKs/standata-7bbc74217686.json
# init = 2 (Default)
# random
#   seed = 110819
# output
#   file = C:/Users/dfoster/Documents/pila2021/02-data/03-results/pila_fecd-3.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = C:/Users/dfoster/Documents/pila2021/02-data/03-results/fecd_model-profile-3.csv
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.29.1
# stancflags = --name=fecd_model_model
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,beta.1,kappa
# Adaptation terminated
# Step size = 0.772356
# Diagonal elements of inverse mass matrix:
# 0.0537038, 0.229209
-139.393,1,0.772356,2,3,0,139.676,-2.77127,0.0599659
-139.376,1,0.772356,3,7,0,139.525,-3.08284,0.0584162
-139.154,0.972207,0.772356,1,3,0,139.708,-2.87698,0.0596899
-139.476,0.912304,0.772356,2,3,0,139.836,-2.95484,0.0393875
-139.479,0.987696,0.772356,2,3,0,139.816,-3.10378,0.048963
-139.953,0.912925,0.772356,2,3,0,140.374,-2.95256,0.0327173
-140.372,0.909984,0.772356,1,1,0,140.458,-2.94514,0.0290507
-139.998,1,0.772356,2,3,0,140.794,-2.74245,0.0876592
-139.983,0.997259,0.772356,3,7,0,140.481,-3.06164,0.0340181
-141.462,0.86114,0.772356,2,3,0,141.878,-2.89159,0.0230866
-139.331,1,0.772356,2,3,0,141.135,-2.84295,0.0711037
-139.357,0.999077,0.772356,3,7,0,139.36,-3.01854,0.0442152
-140.209,0.913162,0.772356,2,3,0,140.444,-3.21145,0.0390701
-139.21,0.892277,0.772356,1,3,0,141.588,-2.87745,0.0661956
-139.21,0.517379,0.772356,2,3,0,143.743,-2.87745,0.0661956
-140.442,0.846757,0.772356,2,3,0,140.669,-2.72935,0.102819
-139.714,0.99356,0.772356,2,3,0,140.601,-3.06547,0.0380353
-139.932,0.956335,0.772356,1,1,0,139.988,-3.065,0.0347452
-139.752,0.921686,0.772356,2,3,0,140.905,-2.84009,0.0357941
-140.42,0.950891,0.772356,2,3,0,140.775,-3.00876,0.0290741
-140.452,0.997939,0.772356,3,7,0,141.193,-3.17229,0.0950571
-140.755,0.898687,0.772356,2,3,0,142.293,-3.33153,0.0536763
-140.609,1,0.772356,2,3,0,140.978,-3.30412,0.0607381
-139.593,0.961255,0.772356,3,7,0,141.78,-2.71857,0.0503127
-140.324,0.842007,0.772356,3,7,0,141.011,-3.27146,0.0487745
-141.273,0.887355,0.772356,3,7,0,141.939,-3.38205,0.0613093
-140.574,1,0.772356,1,1,0,141.231,-3.30688,0.0552976
-141.215,0.912358,0.772356,3,7,0,142.355,-2.52972,0.0743937
-139.295,1,0.772356,2,3,0,140.95,-3.04883,0.0614336
-139.601,0.840318,0.772356,2,3,0,140.754,-2.71356,0.0533977
-139.499,0.985584,0.772356,2,3,0,139.916,-2.76617,0.0451239
-139.311,0.997189,0.772356,2,3,0,139.59,-3.05451,0.061487
-139.737,0.95309,0.772356,2,7,0,139.851,-2.69004,0.0486487
-139.66,0.978995,0.772356,3,7,0,140.208,-2.91761,0.0361959
-139.894,0.948141,0.772356,2,3,0,140.539,-3.16033,0.0409186
-140.207,0.899922,0.772356,2,3,0,140.949,-3.16122,0.0876007
-140.276,0.964091,0.772356,2,7,0,141.399,-2.87173,0.115477
-139.194,0.992827,0.772356,3,7,0,140.186,-2.88598,0.0656198
-139.192,0.96835,0.772356,2,7,0,139.481,-2.99861,0.0514738
-139.977,0.80578,0.772356,1,3,0,141.102,-2.79739,0.0959895
-140.323,0.96335,0.772356,3,7,0,140.476,-3.13784,0.032648
-140.696,0.85166,0.772356,3,7,0,141.919,-2.88842,0.133434
-140.146,0.992913,0.772356,2,3,0,141.094,-2.75417,0.0959317
-140.84,0.877724,0.772356,1,1,0,140.882,-2.69514,0.110404
-140.001,1,0.772356,2,3,0,141.217,-3.20158,0.0667146
-140.196,0.994285,0.772356,3,7,0,140.54,-3.15342,0.0888531
-140.287,0.999342,0.772356,3,7,0,140.446,-2.65361,0.0364162
-141.826,0.796704,0.772356,2,7,0,142.378,-3.14701,0.155381
-140.353,0.986319,0.772356,3,7,0,141.793,-2.66494,0.0346004
-139.931,0.863098,0.772356,2,3,0,142.256,-3.08141,0.0353095
-140.292,0.934337,0.772356,1,1,0,140.351,-3.10434,0.031862
-140.075,1,0.772356,1,1,0,140.364,-3.12381,0.0350743
-139.881,0.914415,0.772356,2,3,0,141.15,-2.97357,0.0336286
-139.505,0.903766,0.772356,2,3,0,140.999,-3.09703,0.0668928
-139.824,0.954169,0.772356,2,3,0,140.214,-3.18208,0.0475896
-142.045,0.821541,0.772356,3,7,0,142.481,-3.47002,0.0406432
-143.348,0.945007,0.772356,2,3,0,143.431,-3.59528,0.0435845
-144.262,0.951076,0.772356,3,7,0,144.407,-3.66659,0.0472614
-142.744,1,0.772356,1,1,0,144.205,-3.54128,0.0488242
-142.771,0.943694,0.772356,3,7,0,143.995,-3.54148,0.0512566
-142.286,0.983154,0.772356,2,3,0,144.009,-3.42462,0.085421
-143.501,0.951935,0.772356,3,7,0,143.752,-3.51143,0.0923849
-141.219,1,0.772356,2,3,0,144.295,-2.71396,0.0256991
-140.915,0.888055,0.772356,2,3,0,142.601,-2.77698,0.130318
-139.589,0.988983,0.772356,3,7,0,140.84,-3.06953,0.0407808
-139.794,0.971978,0.772356,1,1,0,139.827,-3.1177,0.0394506
-139.565,0.92613,0.772356,3,7,0,140.807,-2.79487,0.0772854
-139.616,0.924387,0.772356,2,7,0,140.745,-2.80703,0.0390122
-139.949,0.916962,0.772356,3,7,0,140.924,-2.64647,0.0518402
-139.651,1,0.772356,2,3,0,140.3,-2.88565,0.036526
-140.205,0.932219,0.772356,2,3,0,140.945,-3.20776,0.0756309
-140.083,0.988965,0.772356,3,7,0,140.458,-2.6612,0.0398614
-139.145,0.943295,0.772356,1,3,0,140.808,-2.9147,0.0623023
-139.208,0.972607,0.772356,1,3,0,139.387,-2.95417,0.0472692
-139.434,0.893301,0.772356,2,3,0,140.191,-3.1002,0.0525907
-139.972,0.959276,0.772356,3,7,0,140.049,-3.14532,0.0379226
-141.315,0.814827,0.772356,2,3,0,142.021,-2.48472,0.0606931
-141.717,0.95472,0.772356,3,7,0,142.179,-2.47889,0.0734375
-140.816,1,0.772356,1,1,0,141.754,-2.58406,0.0781351
-140.823,0.99827,0.772356,1,1,0,141.185,-2.58557,0.0788806
-139.984,1,0.772356,2,3,0,141.138,-3.16105,0.0778234
-139.477,1,0.772356,3,7,0,140.002,-2.85523,0.0401637
-139.305,0.999017,0.772356,2,3,0,139.608,-2.79541,0.0538427
-139.209,0.880086,0.772356,3,7,0,140.462,-3.00836,0.0513365
-139.452,0.97133,0.772356,2,3,0,139.551,-3.07824,0.0678172
-140.241,0.936578,0.772356,3,7,0,140.341,-2.60084,0.0533725
-139.371,1,0.772356,2,3,0,140.523,-3.046,0.0457468
-139.312,0.990994,0.772356,2,3,0,139.538,-3.05562,0.0509176
-139.249,0.945697,0.772356,1,3,0,139.913,-2.83936,0.0644766
-139.717,0.900039,0.772356,2,3,0,140.348,-3.09245,0.0393714
-141.322,0.825576,0.772356,2,3,0,141.466,-2.78097,0.147659
-140.776,0.989606,0.772356,2,7,0,141.329,-3.0598,0.0272218
-140.776,0.82871,0.772356,1,1,0,141.672,-3.0598,0.0272218
-142.633,0.736322,0.772356,3,7,0,144.174,-2.98467,0.223009
-139.761,1,0.772356,2,3,0,142.598,-2.7729,0.0829779
-139.219,1,0.772356,2,7,0,139.714,-3.02158,0.0592148
-139.571,0.954787,0.772356,2,3,0,139.717,-3.04676,0.079973
-141.269,0.887453,0.772356,2,3,0,141.495,-2.63386,0.109785
-140.767,0.997166,0.772356,3,7,0,141.978,-2.89547,0.0264969
